"area","price","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition"
2177,215000,90,"RL",78,15600,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","2Story",5,6,1950,1991,"Gable","CompShg","VinylSd","VinylSd","BrkFace",430,"TA","SomeAggedLvls","CBlock","TA","TA","ALQ",375,0,657,1032,"GasA","Ex","Y",1102,1075,0,0,0,2,1,5,2,"TA",11,"Typ",0,"Detchd",1950,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,0,3,2010,"WD ","Normal"
2340,266500,70,"RL",66,9042,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,9,1941,2006,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"SomeAggedLvls","SomeAggedLvls","SomeAggedLvls","TA","SomeAggedLvls","GLQ",275,0,877,1152,"GasA","Ex","Y",1188,1152,0,0,0,2,0,4,1,"Gd",9,"Typ",2,"Attchd",1941,"RFn",1,252,"TA","TA","Y",0,60,0,0,0,0,2500,5,2010,"WD ","Normal"
1902,335000,20,"RL",100,17500,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",7,8,1959,2002,"Gable","CompShg","SomeAggedLvls","HdBoard","None",0,"Gd","SomeAggedLvls","PConc","Gd","TA","GLQ",1406,0,496,1902,"GasA","TA","Y",1902,0,0,1,0,2,0,3,1,"SomeAggedLvls",7,"Typ",2,"Attchd",1959,"Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,0,5,2010,"WD ","Normal"
1652,203135,80,"RL",85,19645,"Pave","IR1","Lvl","SomeAggedLvls","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",7,6,1994,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",44,"TA","TA","PConc","Gd","TA","GLQ",343,0,80,423,"GasA","Ex","Y",896,756,0,1,0,2,1,3,1,"Gd",6,"Typ",0,"SomeAggedLvls",1994,"RFn",2,473,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"WD ","Normal"
1034,185000,120,"RM",35,3907,"Pave","IR1","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",8,6,1989,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","GLQ",747,0,235,982,"GasA","Gd","Y",1034,0,0,1,0,1,0,1,1,"Gd",4,"Typ",1,"Attchd",1989,"Fin",2,598,"TA","TA","Y",141,36,0,0,0,0,0,4,2010,"WD ","Normal"
1191,162500,120,"RM",35,3907,"Pave","IR1","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",8,5,1989,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","GLQ",76,0,1115,1191,"GasA","Gd","Y",1191,0,0,0,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",1989,"Unf",2,531,"TA","TA","Y",112,81,0,0,0,0,0,3,2010,"WD ","Normal"
1801,289000,20,"RL",100,15602,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,8,1959,1997,"Gable","CompShg","SomeAggedLvls","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","ALQ",1247,0,254,1501,"GasA","TA","Y",1801,0,0,1,0,2,0,1,1,"TA",6,"Typ",2,"Attchd",1959,"Fin",2,484,"TA","TA","Y",0,54,0,0,161,0,0,3,2010,"WD ","Normal"
1154,125500,50,"RM",40,5436,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",4,8,1922,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","SomeAggedLvls","BrkTil","TA","TA","SomeAggedLvls",735,0,61,796,"GasA","Gd","Y",796,358,0,1,0,1,0,3,1,"Gd",7,"Typ",0,"Detchd",1922,"Unf",1,240,"TA","TA","SomeAggedLvls",0,96,0,0,0,0,0,5,2010,"WD ","Normal"
540,82000,30,"RM",58,8154,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",2,5,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","SomeAggedLvls",480,0,0,480,"GasA","TA","Y",540,0,0,0,0,1,0,1,1,"TA",4,"Typ",0,"Detchd",1951,"Unf",1,200,"SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",0,0,0,0,0,0,0,4,2010,"SomeAggedLvls","Normal"
1107,110000,50,"RM",50,9140,"Pave","Reg","SomeAggedLvls","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",6,5,1921,1975,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","SomeAggedLvls",308,0,321,629,"GasA","SomeAggedLvls","Y",727,380,0,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1950,"Unf",1,625,"TA","TA","Y",0,56,0,0,200,0,0,4,2010,"SomeAggedLvls","Normal"
1128,68400,50,"SomeAggedLvls",60,7500,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","SomeAggedLvls","CBlock","TA","TA","Unf",0,0,698,698,"GasA","TA","Y",698,430,0,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1980,"RFn",2,528,"TA","TA","Y",30,0,164,0,0,0,0,4,2010,"SomeAggedLvls","SomeAggedLvls"
1178,102776,50,"SomeAggedLvls",66,8712,"Pave","Reg","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",4,7,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","SomeAggedLvls","TA","TA","Unf",0,0,859,859,"GasA","Gd","Y",859,319,0,0,0,1,0,2,1,"TA",7,"Typ",0,"Detchd",1964,"RFn",1,384,"TA","TA","SomeAggedLvls",68,0,98,0,0,0,0,1,2010,"WD ","SomeAggedLvls"
1044,55993,20,"SomeAggedLvls",66,8712,"SomeAggedLvls","Reg","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"SomeAggedLvls","TA","CBlock","TA","TA","Unf",0,0,540,540,"GasA","TA","SomeAggedLvls",1044,0,0,0,0,1,0,2,1,"SomeAggedLvls",4,"Typ",0,"SomeAggedLvls",1952,"Unf",2,504,"TA","TA","SomeAggedLvls",0,0,0,0,0,0,54,6,2010,"WD ","SomeAggedLvls"
952,50138,30,"SomeAggedLvls",66,8712,"SomeAggedLvls","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",4,7,1896,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"SomeAggedLvls","SomeAggedLvls","CBlock","TA","TA","Unf",0,0,756,756,"GasA","Gd","Y",952,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1896,"RFn",1,330,"TA","TA","SomeAggedLvls",0,0,265,0,0,0,0,6,2010,"WD ","SomeAggedLvls"
1646,246000,120,"RM",44,3811,"Pave","IR1","SomeAggedLvls","Corner","SomeAggedLvls","SomeAggedLvls","SomeAggedLvls","Norm","SomeAggedLvls","1Story",8,5,2004,2005,"Hip","CompShg","SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",186,"Gd","TA","PConc","SomeAggedLvls","TA","GLQ",1373,0,221,1594,"GasA","Ex","Y",1646,0,0,1,1,2,0,2,1,"Gd",5,"Typ",1,"Attchd",2004,"Fin",2,525,"TA","TA","Y",128,53,0,0,155,0,0,5,2010,"WD ","Normal"
1916,254900,60,"RL",85,11050,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","GLQ",615,0,434,1049,"GasA","Ex","Y",1036,880,0,1,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",1998,"Unf",3,741,"TA","TA","Y",0,70,0,0,0,0,0,5,2010,"WD ","Normal"
1285,190000,80,"RL",74,9620,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",6,7,1977,1977,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","TA","TA","ALQ",679,0,564,1243,"GasA","TA","Y",1285,0,0,0,1,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1977,"Unf",2,473,"TA","TA","Y",375,26,0,0,0,0,80,5,2010,"WD ","Normal"
1560,201000,20,"RL",129,9196,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","SomeAggedLvls","TA","Unf",0,0,1560,1560,"GasA","Ex","Y",1560,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2003,"Fin",2,573,"TA","TA","Y",100,150,0,0,0,0,0,4,2010,"WD ","Normal"
1346,220000,20,"RL",88,11896,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",60,"Gd","TA","PConc","Gd","TA","GLQ",78,0,1258,1336,"GasA","Ex","Y",1346,0,0,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2008,"Fin",3,660,"TA","TA","Y",100,48,0,0,0,0,0,5,2010,"WD ","Normal"
1214,179781,20,"RL",73,9803,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,1214,1214,"GasA","Ex","Y",1214,0,0,0,0,2,0,2,1,"Gd",6,"Typ",0,"Attchd",2010,"RFn",2,520,"TA","TA","Y",0,25,0,0,0,0,0,1,2010,"SomeAggedLvls","SomeAggedLvls"
1444,174000,60,"RL",73,9802,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Unf",0,0,384,384,"GasA","Gd","Y",744,700,0,0,0,2,1,3,1,"TA",7,"Typ",0,"SomeAggedLvls",2007,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,0,4,2010,"WD ","Normal"
1968,269500,60,"RL",92,12003,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",8,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","BrkFace",84,"Gd","TA","PConc","SomeAggedLvls","TA","Unf",0,0,774,774,"GasA","Ex","Y",774,1194,0,0,0,2,1,4,1,"SomeAggedLvls",8,"Typ",1,"SomeAggedLvls",2009,"Fin",3,680,"TA","TA","Y",0,75,0,0,0,0,0,5,2010,"SomeAggedLvls","SomeAggedLvls"
1894,214900,60,"RL",80,11316,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",44,"Gd","TA","PConc","Gd","TA","GLQ",624,0,193,817,"GasA","Ex","Y",824,1070,0,1,0,2,1,4,1,"Gd",8,"Typ",1,"SomeAggedLvls",2002,"Fin",2,510,"TA","TA","Y",0,40,0,0,0,0,0,2,2010,"WD ","Normal"
1908,202900,60,"RL",85,14191,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,967,967,"GasA","Ex","Y",993,915,0,0,0,2,1,4,1,"Gd",9,"Typ",0,"Attchd",2002,"Fin",2,431,"TA","TA","Y",135,0,0,0,0,0,0,4,2010,"WD ","Normal"
2018,378500,20,"RL",89,13214,"Pave","IR1","SomeAggedLvls","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"SomeAggedLvls","TA","PConc","SomeAggedLvls","TA","Unf",0,0,2002,2002,"GasA","Ex","Y",2018,0,0,0,0,2,0,3,1,"SomeAggedLvls",10,"Typ",1,"Attchd",2009,"Fin",3,746,"TA","TA","Y",144,76,0,0,0,0,0,5,2010,"WD ","Normal"
1264,169000,20,"RL",85,15300,"Pave","Reg","SomeAggedLvls","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1965,1977,"Hip","CompShg","SomeAggedLvls","HdBoard","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",42,0,1026,1068,"GasA","TA","Y",1264,0,0,1,0,1,0,2,1,"TA",7,"Typ",1,"Attchd",1965,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"WD ","Normal"
1430,173500,20,"RL",93,10114,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","SomeAggedLvls","TA","Unf",0,0,1430,1430,"GasA","Ex","Y",1430,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2004,"RFn",2,624,"TA","TA","Y",0,0,0,0,0,0,0,3,2010,"WD ","Normal"
945,119500,120,"RM",31,2394,"Pave","Reg","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",5,6,1973,1973,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","Gd","TA","GLQ",915,0,30,945,"GasA","Ex","Y",945,0,0,1,1,1,0,2,1,"TA",5,"Typ",1,"Attchd",1973,"RFn",1,253,"TA","TA","Y",174,0,56,0,108,0,0,5,2010,"WD ","Normal"
1112,85000,160,"RM",36,2592,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","2Story",5,3,1976,1976,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","Gd","TA","SomeAggedLvls",129,232,175,536,"GasA","TA","Y",536,576,0,0,0,1,1,3,1,"TA",4,"Typ",0,"Attchd",1976,"Unf",1,336,"TA","TA","Y",182,0,0,0,0,0,0,4,2010,"WD ","Normal"
1092,85500,160,"RM",21,1890,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","2Story",4,6,1972,1972,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",294,0,252,546,"GasA","TA","Y",546,546,0,0,0,1,1,3,1,"TA",5,"Typ",0,"Attchd",1972,"Unf",1,286,"TA","TA","Y",0,0,64,0,0,0,0,6,2010,"WD ","Normal"
874,130000,20,"RL",50,6953,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,7,1971,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","SomeAggedLvls","CBlock","TA","TA","ALQ",469,0,395,864,"GasA","Ex","Y",874,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1971,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"SomeAggedLvls","Normal"
833,149900,20,"RL",76,12887,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,7,1984,1984,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","SomeAggedLvls",207,590,36,833,"GasA","TA","Y",833,0,0,1,0,1,0,2,1,"Gd",5,"Typ",0,"Attchd",1984,"Unf",2,495,"TA","TA","Y",431,0,0,0,0,0,0,4,2010,"WD ","Normal"
2432,159000,90,"RL",70,7700,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","2Story",5,2,1985,1986,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","SomeAggedLvls","PConc","TA","TA","Unf",0,0,1216,1216,"GasA","Gd","Y",1216,1216,0,0,0,4,2,4,2,"TA",10,"Typ",0,"Attchd",1985,"Unf",2,616,"TA","SomeAggedLvls","Y",200,0,0,0,0,0,600,2,2010,"WD ","Normal"
1274,136000,60,"RL",63,10475,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",5,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","SomeAggedLvls",458,0,166,624,"GasA","Gd","Y",624,650,0,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",1993,"Unf",2,576,"TA","TA","Y",22,0,0,0,0,0,0,3,2010,"WD ","Normal"
1479,161000,50,"RL",68,10544,"Pave","IR1","Lvl","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",5,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",476,0,388,864,"GasA","TA","Y",864,615,0,0,0,2,0,5,1,"TA",8,"Typ",0,"Attchd",1969,"Fin",1,275,"TA","TA","Y",287,0,280,0,0,0,0,4,2010,"WD ","Normal"
1803,285000,20,"RL",76,9892,"Pave","Reg","Lvl","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","SomeAggedLvls","PConc","Gd","SomeAggedLvls","GLQ",1341,284,54,1679,"GasA","Ex","Y",1803,0,0,1,1,2,1,3,1,"Gd",6,"Typ",2,"Attchd",1994,"Unf",2,482,"TA","TA","Y",129,64,222,0,0,0,0,2,2010,"WD ","Normal"
1797,231000,60,"RL",74,12961,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","SomeAggedLvls","PConc","Gd","TA","GLQ",944,0,208,1152,"GasA","Ex","Y",1152,645,0,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1993,"Fin",2,616,"TA","TA","Y",162,312,0,0,0,0,0,3,2010,"WD ","Normal"
882,124500,20,"RL",74,13008,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",564,0,318,882,"GasA","TA","Y",882,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1956,"Unf",1,502,"TA","TA","Y",0,0,0,0,0,0,0,10,2009,"WD ","Normal"
1434,157000,20,"RL",85,10200,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1974,1974,"Hip","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",440,"TA","TA","CBlock","TA","TA","SomeAggedLvls",844,0,590,1434,"GasA","TA","Y",1434,0,0,1,0,2,0,4,1,"TA",7,"Typ",1,"Attchd",1974,"RFn",2,528,"TA","TA","Y",80,21,0,0,0,0,0,6,2009,"WD ","Normal"
2704,345000,80,"RL",75,13860,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SomeAggedLvls",8,7,1972,1995,"Gable","CompShg","SomeAggedLvls","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","GLQ",1410,0,542,1952,"GasA","Gd","Y",2000,704,0,1,0,2,1,4,1,"SomeAggedLvls",9,"Typ",3,"Attchd",1972,"Fin",2,538,"TA","TA","Y",269,111,0,0,0,0,0,7,2009,"WD ","Normal"
1608,189500,60,"RL",88,10179,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","ALQ",847,0,98,945,"GasA","Ex","Y",945,663,0,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1997,"Fin",2,470,"TA","TA","Y",252,30,0,0,0,0,0,7,2009,"WD ","Normal"
1628,189000,80,"RL",60,8400,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",7,5,1996,1997,"Gable","CompShg","HdBoard","HdBoard","BrkFace",32,"TA","TA","PConc","Gd","TA","GLQ",284,0,100,384,"GasA","Gd","Y",958,670,0,0,0,2,1,3,1,"TA",7,"Typ",1,"SomeAggedLvls",1996,"Fin",2,390,"TA","TA","Y",48,72,0,0,0,0,490,6,2009,"WD ","Normal"
1746,377500,20,"RL",42,14892,"Pave","IR1","SomeAggedLvls","SomeAggedLvls","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",160,"SomeAggedLvls","TA","PConc","SomeAggedLvls","TA","GLQ",1320,0,426,1746,"GasA","Ex","Y",1746,0,0,1,0,2,0,3,1,"SomeAggedLvls",7,"Typ",2,"Attchd",2006,"Fin",3,758,"TA","TA","Y",201,39,0,0,0,0,0,10,2009,"WD ","Normal"
2522,375000,120,"RL",28,7296,"Pave","IR1","Lvl","SomeAggedLvls","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",8,5,2004,2005,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"Gd","TA","PConc","SomeAggedLvls","TA","GLQ",1965,0,243,2208,"GasA","Ex","Y",2522,0,0,1,0,2,0,1,1,"Gd",8,"Typ",1,"Attchd",2004,"Fin",2,564,"TA","TA","Y",182,57,0,0,0,0,0,11,2009,"WD ","Normal"
1659,278000,120,"RL",40,5664,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",8,5,2000,2000,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"Gd","TA","PConc","Gd","TA","GLQ",1158,0,343,1501,"GasA","Ex","Y",1659,0,0,1,0,2,0,2,1,"SomeAggedLvls",5,"Typ",1,"Attchd",2000,"Fin",2,499,"TA","TA","Y",212,59,0,0,0,0,0,10,2009,"WD ","Normal"
1478,240000,120,"RL",61,7380,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,5,1998,1998,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","PConc","Gd","TA","GLQ",341,0,1077,1418,"GasA","Ex","Y",1478,0,0,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1998,"Fin",2,495,"TA","TA","Y",168,43,0,0,0,0,0,7,2009,"WD ","Normal"
1734,239500,120,"RL",57,8013,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",8,5,1995,1996,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"Gd","TA","PConc","Gd","TA","GLQ",741,0,846,1587,"GasA","Ex","Y",1734,0,0,1,0,2,0,2,1,"Gd",6,"Typ",0,"Attchd",1995,"RFn",2,528,"TA","TA","Y",52,50,0,0,0,0,0,9,2009,"WD ","Normal"
1382,177500,80,"RL",57,8923,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","GLQ",189,0,195,384,"GasA","Gd","Y",751,631,0,0,0,2,1,3,1,"TA",7,"Typ",1,"SomeAggedLvls",1998,"Fin",2,396,"TA","TA","Y",256,0,0,0,0,0,0,2,2009,"WD ","Normal"
1718,185000,60,"RL",74,10141,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","Unf",0,0,832,832,"GasA","Gd","Y",885,833,0,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1998,"Fin",2,427,"TA","TA","Y",0,94,0,0,291,0,0,12,2009,"WD ","Normal"
1636,191000,60,"RL",60,7500,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","GLQ",476,0,476,952,"GasA","Gd","Y",952,684,0,1,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1998,"Fin",2,440,"TA","TA","Y",0,84,0,0,0,0,0,10,2009,"WD ","Normal"
1571,178000,60,"RL",59,7837,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,7,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,799,799,"GasA","Gd","Y",799,772,0,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1993,"RFn",2,380,"TA","TA","Y",0,40,0,0,0,0,0,5,2009,"WD ","Normal"
1190,166000,20,"RL",58,7250,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",45,"TA","TA","PConc","Gd","TA","Unf",0,0,1181,1181,"GasA","Ex","Y",1190,0,0,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1993,"Unf",2,430,"TA","TA","Y",0,21,0,0,0,0,0,11,2009,"WD ","Normal"
1481,174000,60,"RL",65,8125,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Unf",0,0,702,702,"GasA","Gd","Y",702,779,0,0,0,2,1,3,1,"TA",6,"Typ",1,"Attchd",1994,"Fin",2,343,"TA","TA","Y",0,36,0,0,0,0,0,3,2009,"WD ","Normal"
